,param1,param10,param11,param12,param13,param14,param15,param16,param17,param18,param19,param2,param20,param3,param4,param5,param6,param7,param8,param9
1488_parkinsons,81.63057324840766,80.33121019108279,81.37579617834396,,82.34394904458597,80.81528662420382,80.68789808917198,76.71337579617834,81.9872611464968,80.63694267515925,80.07643312101911,81.96178343949045,75.49044585987261,78.828025477707,82.9299363057325,81.12101910828025,83.31210191082803,77.96178343949045,79.79617834394905,78.54777070063695
1490_planning-relax,68.68493150684931,65.50684931506848,68.95890410958904,68.84931506849314,65.91780821917807,66.16438356164383,65.83561643835617,60.43835616438356,66.05479452054793,62.05479452054794,65.17808219178083,65.20547945205479,65.31506849315068,71.23287671232877,70.05479452054793,71.23287671232877,71.23287671232877,67.83561643835617,71.23287671232877,67.6986301369863
1499_seeds,87.76190476190477,97.38095238095235,93.4761904761905,93.42857142857142,95.57142857142858,91.69047619047619,93.0,87.57142857142857,89.38095238095238,87.69047619047619,88.30952380952381,90.40476190476193,90.1904761904762,87.07142857142857,92.26190476190473,89.2857142857143,94.69047619047619,96.02380952380956,97.4761904761905,94.0
1500_seismic-bumps,89.35714285714286,94.09523809523809,91.71428571428572,89.76190476190477,94.3095238095238,89.85714285714285,94.57142857142858,88.45238095238095,90.64285714285714,88.64285714285714,91.4761904761905,89.7142857142857,89.16666666666666,89.38095238095238,88.16666666666669,91.9761904761905,95.95238095238096,95.4761904761905,94.38095238095235,95.66666666666666
1508_user-knowledge,66.06769230769231,47.07692307692307,,,,,,,,,,50.89230769230769,,53.79692307692307,65.12,63.74153846153847,,,63.67999999999999,48.024615384615394
1512_heart-long-beach,22.310559006211182,20.273291925465838,24.54658385093168,23.155279503105593,21.7888198757764,24.62111801242236,21.291925465838503,,22.832298136645967,21.913043478260864,21.3167701863354,24.298136645962728,,24.968944099378888,25.7888198757764,22.186335403726712,22.658385093167702,22.708074534161486,23.87577639751553,21.763975155279503
1513_heart-switzerland,22.76,22.6,24.0,19.96,22.24,25.24,24.28,24.880000000000006,17.96,27.8,24.12,24.52,21.24,21.32,20.12,19.6,22.32,24.24,23.76,21.6
1519_robot-failures-lp4,77.09473684210525,78.3157894736842,73.13684210526317,69.17894736842105,75.62105263157895,67.49473684210524,67.8315789473684,77.09473684210528,,71.07368421052631,,72.67368421052632,,70.86315789473686,78.27368421052631,73.6421052631579,78.14736842105263,80.29473684210527,76.04210526315791,76.0
1520_robot-failures-lp5,54.88721804511278,63.609022556390975,50.22556390977443,,47.939849624060145,49.71428571428571,,,,,,59.368421052631575,,61.53383458646616,53.98496240601504,,64.54135338345864,62.43609022556391,60.99248120300753,62.105263157894726
1523_vertebra-column,94.03225806451613,91.90322580645163,93.85483870967741,,,93.93548387096773,93.48387096774195,,,,,91.54838709677419,,93.77419354838707,93.03225806451613,85.56451612903227,93.54838709677419,91.98387096774192,95.91935483870968,93.0
1524_vertebra-column,99.29032258064517,99.12903225806451,99.67741935483869,99.67741935483869,99.67741935483869,98.96774193548387,99.67741935483869,97.87096774193549,99.17741935483869,97.54838709677419,99.77419354838709,99.03225806451613,99.54838709677419,99.06451612903227,99.29032258064517,98.93548387096772,99.16129032258064,99.43548387096773,99.38709677419355,99.29032258064517
1559_breast-tissue,79.86206896551724,89.60919540229885,77.0574712643678,77.01149425287356,77.01149425287356,77.01149425287356,76.82758620689654,60.82758620689654,58.98850574712644,61.05747126436783,61.4712643678161,82.06896551724137,60.13793103448275,82.25287356321839,77.8390804597701,81.14942528735631,90.29885057471265,89.3793103448276,89.79310344827587,89.24137931034483
1565_heart-h,63.71308016877638,63.71308016877638,63.71308016877638,63.71308016877638,63.71308016877638,,,,,,,63.71308016877638,,,,63.71308016877638,63.71308016877638,63.71308016877638,63.71308016877638,63.71308016877638
1450_MindCave2,,60.99009900990099,64.67326732673267,65.98019801980197,57.900990099009896,62.33663366336635,61.78217821782179,59.72277227722772,64.91089108910893,62.21782178217823,65.5841584158416,60.03960396039604,64.11881188118812,57.34653465346535,58.21782178217823,59.28712871287129,54.37623762376238,58.4158415841584,58.65346534653465,59.28712871287129
834_fri_c4_250_100,,49.86,,,53.1,,,,,,,,,50.94,,49.58,,,,
855_fri_c4_500_10,,58.23441396508729,,,,,,,,,,58.80299251870324,,59.40149625935162,,,,,,
877_fri_c2_250_50,,51.70149253731344,52.27860696517412,52.49751243781093,53.17412935323382,52.557213930348254,52.557213930348254,,,,,52.39800995024875,,,52.27860696517412,53.37313432835821,51.5223880597015,50.90547263681592,51.54228855721393,51.98009950248756
1484_lsvt,,55.88235294117648,,,,57.764705882352956,,,,,,55.411764705882355,55.882352941176464,,54.07843137254902,,59.37254901960785,53.25490196078431,55.56862745098039,
1600_SPECTF,,88.93457943925233,92.41121495327101,92.89719626168224,92.61682242990652,90.6355140186916,89.36448598130838,,,,,77.85046728971963,,78.54205607476634,82.11214953271029,79.04672897196261,,91.5514018691589,88.57943925233647,91.66355140186916
1447_CastMetal1,,,,,,,,,,,,87.02290076335878,,,87.02290076335878,87.02290076335878,87.02290076335878,87.02290076335878,,
779_fri_c1_500_25,,,,,,,,,,,,53.456359102244384,,,51.26184538653367,52.1795511221945,,,,
851_tecator,,,,,,,,,,,,75.8963730569948,,,,,,,,
943_fri_c0_500_10,,,,,,,,,,,,63.82044887780548,,63.52119700748129,61.79551122194514,60.12967581047381,66.6932668329177,64.45885286783042,,
879_fri_c2_500_25,,,,,,,,,,,,,,55.10224438902743,,,,56.54862842892768,,57.38653366583541
749_fri_c3_500_5,,,,,,,,,,,,,,77.36658354114714,73.92518703241896,74.80299251870323,61.04738154613465,,67.18204488778056,
838_fri_c4_500_25,,,,,,,,,,,,,,,51.172069825436424,,,,,
59_ionosphere,,,,,,,,,,,,,,,,78.17793594306049,,82.10676156583631,,78.44839857651245
